game_id,date,home_team,away_team,home_score,away_score
0022500799,2026-02-19,Golden State Warriors,Boston Celtics,110,121
0022500800,2026-02-19,Sacramento Kings,Orlando Magic,94,131
0022500801,2026-02-19,LA Clippers,Denver Nuggets,115,114
0022500802,2026-02-20,Charlotte Hornets,Cleveland Cavaliers,113,118
0022500803,2026-02-20,Washington Wizards,Indiana Pacers,131,118
0022500804,2026-02-20,Memphis Grizzlies,Utah Jazz,123,114
0022500805,2026-02-20,Atlanta Hawks,Miami Heat,97,128
0022500806,2026-02-20,Minnesota Timberwolves,Dallas Mavericks,122,111
0022500807,2026-02-20,New Orleans Pelicans,Milwaukee Bucks,118,139
0022500808,2026-02-20,Oklahoma City Thunder,Brooklyn Nets,105,86
0022500809,2026-02-20,Los Angeles Lakers,LA Clippers,125,122
0022500810,2026-02-20,Portland Trail Blazers,Denver Nuggets,103,157
0022500811,2026-02-21,Phoenix Suns,Orlando Magic,113,110
0022500812,2026-02-21,New Orleans Pelicans,Philadelphia 76ers,126,111
0022500813,2026-02-21,Miami Heat,Memphis Grizzlies,136,120
0022500814,2026-02-21,Chicago Bulls,Detroit Pistons,110,126
0022500815,2026-02-21,San Antonio Spurs,Sacramento Kings,139,122
0022500816,2026-02-21,New York Knicks,Houston Rockets,108,106
0022500817,2026-02-22,Oklahoma City Thunder,Cleveland Cavaliers,121,113
0022500818,2026-02-22,Atlanta Hawks,Brooklyn Nets,115,104
0022500819,2026-02-22,Milwaukee Bucks,Toronto Raptors,94,122
0022500820,2026-02-22,Golden State Warriors,Denver Nuggets,128,117
0022500821,2026-02-22,Indiana Pacers,Dallas Mavericks,130,134
0022500822,2026-02-22,Washington Wizards,Charlotte Hornets,112,129
0022500823,2026-02-22,Los Angeles Lakers,Boston Celtics,89,111
0022500824,2026-02-22,Minnesota Timberwolves,Philadelphia 76ers,108,135
0022500825,2026-02-22,Chicago Bulls,New York Knicks,99,105
0022500826,2026-02-22,Phoenix Suns,Portland Trail Blazers,77,92
0022500827,2026-02-22,LA Clippers,Orlando Magic,109,111
0022500828,2026-02-23,Detroit Pistons,San Antonio Spurs,103,114
0022500829,2026-02-23,Memphis Grizzlies,Sacramento Kings,114,123
0022500830,2026-02-23,Houston Rockets,Utah Jazz,125,105
0022500831,2026-02-24,Indiana Pacers,Philadelphia 76ers,114,135
0022500832,2026-02-24,Atlanta Hawks,Washington Wizards,119,98
0022500833,2026-02-24,Brooklyn Nets,Dallas Mavericks,114,123
0022500834,2026-02-24,Toronto Raptors,Oklahoma City Thunder,107,116
0022500835,2026-02-24,Cleveland Cavaliers,New York Knicks,109,94
0022500836,2026-02-24,Chicago Bulls,Charlotte Hornets,99,131
0022500837,2026-02-24,Milwaukee Bucks,Miami Heat,128,117
0022500838,2026-02-24,New Orleans Pelicans,Golden State Warriors,113,109
0022500839,2026-02-24,Phoenix Suns,Boston Celtics,81,97
0022500840,2026-02-24,Los Angeles Lakers,Orlando Magic,109,110
0022500841,2026-02-24,Portland Trail Blazers,Minnesota Timberwolves,121,124
0022500842,2026-02-25,Detroit Pistons,Oklahoma City Thunder,124,116
0022500843,2026-02-25,Toronto Raptors,San Antonio Spurs,107,110
0022500844,2026-02-25,Memphis Grizzlies,Golden State Warriors,112,133
0022500845,2026-02-25,Houston Rockets,Sacramento Kings,128,97
0022500846,2026-02-25,Milwaukee Bucks,Cleveland Cavaliers,118,116
0022500847,2026-02-25,Denver Nuggets,Boston Celtics,103,84
0022500848,2026-02-26,Indiana Pacers,Charlotte Hornets,109,133
0022500849,2026-02-26,Philadelphia 76ers,Miami Heat,124,117
0022500850,2026-02-26,Atlanta Hawks,Washington Wizards,126,96
0022500851,2026-02-26,Brooklyn Nets,San Antonio Spurs,110,126
0022500852,2026-02-26,Orlando Magic,Houston Rockets,108,113
0022500853,2026-02-26,Chicago Bulls,Portland Trail Blazers,112,121
0022500854,2026-02-26,Dallas Mavericks,Sacramento Kings,121,130
0022500855,2026-02-26,Phoenix Suns,Los Angeles Lakers,113,110
0022500856,2026-02-26,Utah Jazz,New Orleans Pelicans,118,129
0022500857,2026-02-26,LA Clippers,Minnesota Timberwolves,88,94
0022500858,2026-02-27,Detroit Pistons,Cleveland Cavaliers,122,119
0022500859,2026-02-27,Boston Celtics,Brooklyn Nets,148,111
0022500860,2026-02-27,Milwaukee Bucks,New York Knicks,98,127
0022500861,2026-02-27,Dallas Mavericks,Memphis Grizzlies,105,124
0022500862,2026-02-27,Oklahoma City Thunder,Denver Nuggets,127,121
0022500863,2026-02-28,Charlotte Hornets,Portland Trail Blazers,109,93
0022500864,2026-02-28,Miami Heat,Houston Rockets,115,105
0022500865,2026-02-28,Washington Wizards,Toronto Raptors,125,134
0022500866,2026-02-28,Golden State Warriors,Los Angeles Lakers,101,129
0022500867,2026-02-28,Utah Jazz,New Orleans Pelicans,105,115
0022500868,2026-03-01,New York Knicks,San Antonio Spurs,114,89
0022500869,2026-03-01,Brooklyn Nets,Cleveland Cavaliers,102,106
0022500870,2026-03-01,Chicago Bulls,Milwaukee Bucks,120,97
0022500871,2026-03-01,Denver Nuggets,Minnesota Timberwolves,108,117
0022500872,2026-03-01,Indiana Pacers,Memphis Grizzlies,106,125
0022500873,2026-03-01,Atlanta Hawks,Portland Trail Blazers,135,101
0022500874,2026-03-01,Boston Celtics,Philadelphia 76ers,114,98
0022500875,2026-03-01,Orlando Magic,Detroit Pistons,92,106
0022500876,2026-03-01,Dallas Mavericks,Oklahoma City Thunder,87,100
0022500877,2026-03-01,LA Clippers,New Orleans Pelicans,137,117
0022500878,2026-03-01,Los Angeles Lakers,Sacramento Kings,128,104
0022500879,2026-03-02,Washington Wizards,Houston Rockets,118,123
0022500880,2026-03-02,Milwaukee Bucks,Boston Celtics,81,108
0022500881,2026-03-02,Utah Jazz,Denver Nuggets,125,128
0022500882,2026-03-02,Golden State Warriors,LA Clippers,101,114
0022500883,2026-03-03,Charlotte Hornets,Dallas Mavericks,117,90
0022500884,2026-03-03,Cleveland Cavaliers,Detroit Pistons,113,109
0022500885,2026-03-03,Orlando Magic,Washington Wizards,126,109
0022500886,2026-03-03,Miami Heat,Brooklyn Nets,124,98
0022500887,2026-03-03,Toronto Raptors,New York Knicks,95,111
0022500888,2026-03-03,Philadelphia 76ers,San Antonio Spurs,91,131
0022500889,2026-03-03,Chicago Bulls,Oklahoma City Thunder,108,116
0022500890,2026-03-03,Minnesota Timberwolves,Memphis Grizzlies,117,110
0022500891,2026-03-03,Los Angeles Lakers,New Orleans Pelicans,110,101
0022500892,2026-03-03,Sacramento Kings,Phoenix Suns,103,114
0022500893,2026-03-04,New York Knicks,Oklahoma City Thunder,100,103
0022500894,2026-03-04,Boston Celtics,Charlotte Hornets,89,118
0022500895,2026-03-04,Philadelphia 76ers,Utah Jazz,106,102
0022500896,2026-03-04,Memphis Grizzlies,Portland Trail Blazers,114,122
0022500897,2026-03-04,Milwaukee Bucks,Atlanta Hawks,113,131
0022500898,2026-03-04,LA Clippers,Indiana Pacers,130,107
0022500899,2026-03-05,Orlando Magic,Dallas Mavericks,115,114
0022500900,2026-03-05,Washington Wizards,Utah Jazz,112,122
0022500901,2026-03-05,Miami Heat,Brooklyn Nets,126,110
0022500902,2026-03-05,Houston Rockets,Golden State Warriors,113,115
0022500903,2026-03-05,Minnesota Timberwolves,Toronto Raptors,115,107
0022500904,2026-03-05,San Antonio Spurs,Detroit Pistons,121,106
0022500905,2026-03-05,Phoenix Suns,Chicago Bulls,103,105
0022500906,2026-03-05,Denver Nuggets,Los Angeles Lakers,120,113
0022500907,2026-03-05,Sacramento Kings,New Orleans Pelicans,123,133
0022500908,2026-03-06,Boston Celtics,Dallas Mavericks,120,100
0022500909,2026-03-06,Charlotte Hornets,Miami Heat,120,128
0022500910,2026-03-06,Houston Rockets,Portland Trail Blazers,106,99
0022500911,2026-03-06,Denver Nuggets,New York Knicks,103,142
0022500912,2026-03-06,Phoenix Suns,New Orleans Pelicans,118,116
0022500913,2026-03-06,San Antonio Spurs,LA Clippers,116,112
0022500914,2026-03-06,Los Angeles Lakers,Indiana Pacers,128,117
0022500915,2026-03-07,Minnesota Timberwolves,Orlando Magic,92,119
0022500916,2026-03-07,Detroit Pistons,Brooklyn Nets,105,107
0022500917,2026-03-07,Atlanta Hawks,Philadelphia 76ers,125,116
0022500918,2026-03-07,Memphis Grizzlies,LA Clippers,120,123
0022500919,2026-03-07,Milwaukee Bucks,Utah Jazz,113,99
0022500920,2026-03-07,Oklahoma City Thunder,Golden State Warriors,104,97
0022500921,2026-03-08,Cleveland Cavaliers,Boston Celtics,98,109
0022500922,2026-03-08,Los Angeles Lakers,New York Knicks,110,97
0022500923,2026-03-08,Miami Heat,Detroit Pistons,121,110
0022500924,2026-03-08,Toronto Raptors,Dallas Mavericks,122,92
0022500925,2026-03-08,New Orleans Pelicans,Washington Wizards,138,118
0022500926,2026-03-08,Milwaukee Bucks,Orlando Magic,91,130
0022500927,2026-03-08,San Antonio Spurs,Houston Rockets,145,120
0022500928,2026-03-08,Phoenix Suns,Charlotte Hornets,111,99
0022500929,2026-03-08,Portland Trail Blazers,Indiana Pacers,131,111
0022500930,2026-03-08,Sacramento Kings,Chicago Bulls,126,110
0022500931,2026-03-09,Cleveland Cavaliers,Philadelphia 76ers,115,101
0022500932,2026-03-09,Brooklyn Nets,Memphis Grizzlies,126,115
0022500933,2026-03-09,Oklahoma City Thunder,Denver Nuggets,129,126
0022500934,2026-03-09,Utah Jazz,Golden State Warriors,119,116
0022500935,2026-03-09,LA Clippers,New York Knicks,126,118
0022500936,2026-03-10,Philadelphia 76ers,Memphis Grizzlies,139,129
0022500937,2026-03-10,Brooklyn Nets,Detroit Pistons,100,138
0022500938,2026-03-10,Miami Heat,Washington Wizards,150,129
0022500939,2026-03-10,Atlanta Hawks,Dallas Mavericks,124,112
0022500940,2026-03-10,Houston Rockets,Toronto Raptors,113,99
0022500941,2026-03-10,Milwaukee Bucks,Phoenix Suns,114,129
0022500942,2026-03-10,San Antonio Spurs,Boston Celtics,125,116
0022500943,2026-03-10,Golden State Warriors,Chicago Bulls,124,130
0022500944,2026-03-10,Portland Trail Blazers,Charlotte Hornets,101,103
0022500945,2026-03-10,Sacramento Kings,Indiana Pacers,114,109
0022500946,2026-03-10,Los Angeles Lakers,Minnesota Timberwolves,120,106
0022500947,2026-03-11,Orlando Magic,Cleveland Cavaliers,128,122
0022500948,2026-03-11,New Orleans Pelicans,Toronto Raptors,122,111
0022500949,2026-03-11,Utah Jazz,New York Knicks,117,134
0022500950,2026-03-11,Denver Nuggets,Houston Rockets,129,93
0022500951,2026-03-11,Sacramento Kings,Charlotte Hornets,109,117
0022500952,2026-03-11,LA Clippers,Minnesota Timberwolves,153,128
0022500953,2026-03-12,Detroit Pistons,Philadelphia 76ers,131,109
0022500954,2026-03-12,Indiana Pacers,Phoenix Suns,108,123
0022500955,2026-03-12,Orlando Magic,Washington Wizards,136,131
0022500956,2026-03-12,Atlanta Hawks,Brooklyn Nets,108,97
0022500957,2026-03-12,Miami Heat,Milwaukee Bucks,112,105
0022500958,2026-03-12,San Antonio Spurs,Denver Nuggets,131,136
0022500959,2026-03-12,Oklahoma City Thunder,Boston Celtics,104,102
0022500960,2026-03-12,Los Angeles Lakers,Chicago Bulls,142,130
0022500961,2026-03-13,Detroit Pistons,Memphis Grizzlies,126,110
0022500962,2026-03-13,Indiana Pacers,New York Knicks,92,101
0022500963,2026-03-13,Toronto Raptors,Phoenix Suns,122,115
0022500964,2026-03-13,Houston Rockets,New Orleans Pelicans,107,105
0022500965,2026-03-13,Dallas Mavericks,Cleveland Cavaliers,105,138
0022500966,2026-03-13,Golden State Warriors,Minnesota Timberwolves,117,127
0022500967,2026-03-13,Portland Trail Blazers,Utah Jazz,124,114
0022500968,2026-03-13,LA Clippers,Chicago Bulls,119,108
0022500969,2026-03-14,Philadelphia 76ers,Brooklyn Nets,104,97
0022500970,2026-03-14,Atlanta Hawks,Milwaukee Bucks,122,99
0022500971,2026-03-14,Boston Celtics,Washington Wizards,111,100
0022500972,2026-03-14,Miami Heat,Orlando Magic,117,121
0022500973,2026-03-14,San Antonio Spurs,Charlotte Hornets,115,102
0022500974,2026-03-14,Los Angeles Lakers,Denver Nuggets,127,125
0022500975,2026-03-14,LA Clippers,Sacramento Kings,109,118
0022500976,2026-03-15,Oklahoma City Thunder,Minnesota Timberwolves,116,103
0022500977,2026-03-15,Cleveland Cavaliers,Dallas Mavericks,120,130
0022500978,2026-03-15,Toronto Raptors,Detroit Pistons,119,108
0022500979,2026-03-15,Milwaukee Bucks,Indiana Pacers,134,123
0022500980,2026-03-15,Philadelphia 76ers,Portland Trail Blazers,109,103
0022500981,2026-03-15,New York Knicks,Golden State Warriors,110,107
0022500982,2026-03-15,Sacramento Kings,Utah Jazz,116,111
0022500983,2026-03-16,Atlanta Hawks,Orlando Magic,124,112
0022500984,2026-03-16,Washington Wizards,Golden State Warriors,117,125
0022500985,2026-03-16,Brooklyn Nets,Portland Trail Blazers,95,114
0022500986,2026-03-16,Boston Celtics,Phoenix Suns,120,112
0022500987,2026-03-16,Chicago Bulls,Memphis Grizzlies,132,107
0022500988,2026-03-16,New Orleans Pelicans,Dallas Mavericks,129,111
0022500989,2026-03-16,Houston Rockets,Los Angeles Lakers,92,100
0022500990,2026-03-16,LA Clippers,San Antonio Spurs,115,119
0022500991,2026-03-17,Charlotte Hornets,Miami Heat,136,106
0022500992,2026-03-17,Orlando Magic,Oklahoma City Thunder,108,113
0022500993,2026-03-17,Washington Wizards,Detroit Pistons,117,130
0022500994,2026-03-17,New York Knicks,Indiana Pacers,136,110
0022500995,2026-03-17,Milwaukee Bucks,Cleveland Cavaliers,116,123
0022500996,2026-03-17,Minnesota Timberwolves,Phoenix Suns,116,104
0022500997,2026-03-17,Denver Nuggets,Philadelphia 76ers,124,96
0022500998,2026-03-17,Sacramento Kings,San Antonio Spurs,104,132
0022500999,2026-03-18,Boston Celtics,Golden State Warriors,120,99
0022501000,2026-03-18,Brooklyn Nets,Oklahoma City Thunder,92,121
0022501001,2026-03-18,Indiana Pacers,Portland Trail Blazers,119,127
0022501002,2026-03-18,Chicago Bulls,Toronto Raptors,109,139
0022501003,2026-04-01,Memphis Grizzlies,New York Knicks,119,130
0022501004,2026-03-18,Minnesota Timberwolves,Utah Jazz,147,111
0022501005,2026-03-18,New Orleans Pelicans,LA Clippers,124,109
0022501006,2026-03-18,Dallas Mavericks,Atlanta Hawks,120,135
0022501007,2026-03-18,Houston Rockets,Los Angeles Lakers,116,124
0022501008,2026-03-19,Charlotte Hornets,Orlando Magic,130,111
0022501009,2026-03-19,Washington Wizards,Detroit Pistons,95,117
0022501010,2026-03-19,Miami Heat,Los Angeles Lakers,126,134
0022501011,2026-03-19,Chicago Bulls,Cleveland Cavaliers,110,115
0022501012,2026-03-19,New Orleans Pelicans,LA Clippers,105,99
0022501013,2026-03-19,San Antonio Spurs,Phoenix Suns,101,100
0022501014,2026-03-19,Utah Jazz,Milwaukee Bucks,128,96
0022501015,2026-03-19,Sacramento Kings,Philadelphia 76ers,118,139
0022501016,2026-03-20,Brooklyn Nets,New York Knicks,92,93
0022501017,2026-03-20,Detroit Pistons,Golden State Warriors,115,101
0022501018,2026-03-20,Houston Rockets,Atlanta Hawks,117,95
0022501019,2026-03-20,Memphis Grizzlies,Boston Celtics,112,117
0022501020,2026-03-20,Minnesota Timberwolves,Portland Trail Blazers,104,108
0022501021,2026-03-20,Denver Nuggets,Toronto Raptors,121,115
0022501022,2026-03-21,Washington Wizards,Oklahoma City Thunder,111,132
0022501023,2026-03-21,Charlotte Hornets,Memphis Grizzlies,124,101
0022501024,2026-03-21,Orlando Magic,Los Angeles Lakers,104,105
0022501025,2026-03-21,New Orleans Pelicans,Cleveland Cavaliers,106,111
0022501026,2026-03-21,Atlanta Hawks,Golden State Warriors,126,110
0022501027,2026-03-21,Houston Rockets,Miami Heat,123,122
0022501028,2026-03-21,San Antonio Spurs,Indiana Pacers,134,119
0022501029,2026-03-21,Dallas Mavericks,LA Clippers,131,138
0022501030,2026-03-21,Utah Jazz,Philadelphia 76ers,116,126
0022501031,2026-03-21,Phoenix Suns,Milwaukee Bucks,105,108
0022501032,2026-03-22,Denver Nuggets,Portland Trail Blazers,128,112
0022501033,2026-03-22,Sacramento Kings,Brooklyn Nets,126,122
0022501034,2026-03-22,New York Knicks,Washington Wizards,145,113
0022501035,2026-03-22,Boston Celtics,Minnesota Timberwolves,92,102
0022501036,2026-03-22,Phoenix Suns,Toronto Raptors,120,98
0022501037,2026-03-23,Atlanta Hawks,Memphis Grizzlies,146,107
0022501038,2026-03-23,Detroit Pistons,Los Angeles Lakers,113,110
0022501039,2026-03-23,Orlando Magic,Indiana Pacers,126,128
0022501040,2026-03-23,Philadelphia 76ers,Oklahoma City Thunder,103,123
0022501041,2026-03-23,Miami Heat,San Antonio Spurs,111,136
0022501042,2026-03-23,Chicago Bulls,Houston Rockets,132,124
0022501043,2026-03-23,Utah Jazz,Toronto Raptors,127,143
0022501044,2026-03-23,Dallas Mavericks,Golden State Warriors,131,137
0022501045,2026-03-23,Portland Trail Blazers,Brooklyn Nets,134,99
0022501046,2026-03-23,LA Clippers,Milwaukee Bucks,129,96
0022501047,2026-03-24,Charlotte Hornets,Sacramento Kings,134,90
0022501048,2026-03-24,New York Knicks,New Orleans Pelicans,121,116
0022501049,2026-03-24,Cleveland Cavaliers,Orlando Magic,136,131
0022501050,2026-03-24,Phoenix Suns,Denver Nuggets,123,125
0022501051,2026-03-25,Detroit Pistons,Atlanta Hawks,129,130
0022501052,2026-03-25,Indiana Pacers,Los Angeles Lakers,130,137
0022501053,2026-03-25,Philadelphia 76ers,Chicago Bulls,157,137
0022501054,2026-03-25,Boston Celtics,Oklahoma City Thunder,119,109
0022501055,2026-03-25,Cleveland Cavaliers,Miami Heat,103,120
0022501056,2026-03-25,Memphis Grizzlies,San Antonio Spurs,98,123
0022501057,2026-03-25,Utah Jazz,Washington Wizards,110,133
0022501058,2026-03-25,Minnesota Timberwolves,Houston Rockets,110,108
0022501059,2026-03-25,Denver Nuggets,Dallas Mavericks,142,135
0022501060,2026-03-25,Golden State Warriors,Brooklyn Nets,109,106
0022501061,2026-03-25,Portland Trail Blazers,Milwaukee Bucks,130,99
0022501062,2026-03-25,LA Clippers,Toronto Raptors,119,94
0022501063,2026-03-26,Charlotte Hornets,New York Knicks,114,103
0022501064,2026-03-26,Detroit Pistons,New Orleans Pelicans,129,108
0022501065,2026-03-26,Orlando Magic,Sacramento Kings,121,117
0022501066,2026-03-27,Indiana Pacers,LA Clippers,113,114
0022501067,2026-03-27,Boston Celtics,Atlanta Hawks,109,102
0022501068,2026-03-27,Cleveland Cavaliers,Miami Heat,149,128
0022501069,2026-03-27,Memphis Grizzlies,Houston Rockets,109,119
0022501070,2026-03-27,Oklahoma City Thunder,Chicago Bulls,131,113
0022501071,2026-03-27,Toronto Raptors,New Orleans Pelicans,119,106
0022501072,2026-03-27,Denver Nuggets,Utah Jazz,135,129
0022501073,2026-03-27,Golden State Warriors,Washington Wizards,131,126
0022501074,2026-03-27,Portland Trail Blazers,Dallas Mavericks,93,100
0022501075,2026-03-27,Los Angeles Lakers,Brooklyn Nets,116,99
0022501076,2026-03-28,Milwaukee Bucks,San Antonio Spurs,95,127
0022501077,2026-03-28,Charlotte Hornets,Philadelphia 76ers,114,118
0022501078,2026-03-28,Atlanta Hawks,Sacramento Kings,123,113
0022501079,2026-03-28,Memphis Grizzlies,Chicago Bulls,125,124
0022501080,2026-03-28,Minnesota Timberwolves,Detroit Pistons,87,109
0022501081,2026-03-28,Phoenix Suns,Utah Jazz,134,109
0022501082,2026-03-29,Milwaukee Bucks,LA Clippers,113,127
0022501083,2026-03-29,Indiana Pacers,Miami Heat,135,118
0022501084,2026-03-29,Brooklyn Nets,Sacramento Kings,116,99
0022501085,2026-03-29,Charlotte Hornets,Boston Celtics,99,114
0022501086,2026-03-29,Toronto Raptors,Orlando Magic,139,87
0022501087,2026-03-29,Portland Trail Blazers,Washington Wizards,123,88
0022501088,2026-03-29,New Orleans Pelicans,Houston Rockets,102,134
0022501089,2026-03-29,Oklahoma City Thunder,New York Knicks,111,100
0022501090,2026-03-29,Denver Nuggets,Golden State Warriors,116,93
0022501091,2026-03-30,Miami Heat,Philadelphia 76ers,119,109
0022501092,2026-03-30,Atlanta Hawks,Boston Celtics,112,102
0022501093,2026-03-30,Memphis Grizzlies,Phoenix Suns,105,131
0022501094,2026-03-30,San Antonio Spurs,Chicago Bulls,129,114
0022501095,2026-03-30,Dallas Mavericks,Minnesota Timberwolves,94,124
0022501096,2026-03-30,Utah Jazz,Cleveland Cavaliers,113,122
0022501097,2026-03-30,Oklahoma City Thunder,Detroit Pistons,114,110
0022501098,2026-03-30,Los Angeles Lakers,Washington Wizards,120,101
0022501099,2026-03-31,Orlando Magic,Phoenix Suns,115,111
0022501100,2026-03-31,Brooklyn Nets,Charlotte Hornets,86,117
0022501101,2026-03-31,Detroit Pistons,Toronto Raptors,127,116
0022501102,2026-03-31,Houston Rockets,New York Knicks,111,94
0022501103,2026-03-31,Los Angeles Lakers,Cleveland Cavaliers,127,113
0022501104,2026-03-31,LA Clippers,Portland Trail Blazers,104,114
0022501105,2026-04-01,Washington Wizards,Philadelphia 76ers,131,153
0022501106,2026-04-01,Miami Heat,Boston Celtics,129,147
0022501107,2026-04-01,Orlando Magic,Atlanta Hawks,101,130
0022501108,2026-04-01,Toronto Raptors,Sacramento Kings,115,123
0022501109,2026-04-01,Chicago Bulls,Indiana Pacers,126,145
0022501110,2026-04-01,Houston Rockets,Milwaukee Bucks,119,113
0022501111,2026-03-12,Memphis Grizzlies,Dallas Mavericks,112,120
0022501112,2026-04-01,Utah Jazz,Denver Nuggets,117,130
0022501113,2026-04-01,Golden State Warriors,San Antonio Spurs,113,127
0022501114,2026-04-02,Charlotte Hornets,Phoenix Suns,127,107
0022501115,2026-04-02,Detroit Pistons,Minnesota Timberwolves,113,108
0022501116,2026-04-02,Oklahoma City Thunder,Los Angeles Lakers,139,96
0022501117,2026-04-02,Golden State Warriors,Cleveland Cavaliers,111,118
0022501118,2026-04-02,Portland Trail Blazers,New Orleans Pelicans,118,106
0022501119,2026-04-02,LA Clippers,San Antonio Spurs,99,118
0022501120,2026-04-03,Charlotte Hornets,Indiana Pacers,129,108
0022501121,2026-04-03,Philadelphia 76ers,Minnesota Timberwolves,115,103
0022501122,2026-04-03,Brooklyn Nets,Atlanta Hawks,107,141
0022501123,2026-04-03,New York Knicks,Chicago Bulls,136,96
0022501124,2026-04-03,Houston Rockets,Utah Jazz,140,106
0022501125,2026-04-03,Memphis Grizzlies,Toronto Raptors,96,128
0022501126,2026-04-03,Milwaukee Bucks,Boston Celtics,101,133
0022501127,2026-04-03,Dallas Mavericks,Orlando Magic,127,138
0022501128,2026-04-03,Sacramento Kings,New Orleans Pelicans,117,113
0022501129,2026-04-04,Miami Heat,Washington Wizards,152,136
0022501130,2026-04-04,Denver Nuggets,San Antonio Spurs,136,134
0022501131,2026-04-04,Philadelphia 76ers,Detroit Pistons,93,116
0022501132,2026-04-05,Boston Celtics,Toronto Raptors,115,101
0022501133,2026-04-05,Brooklyn Nets,Washington Wizards,121,115
0022501134,2026-04-05,Chicago Bulls,Phoenix Suns,110,120
0022501135,2026-04-05,Milwaukee Bucks,Memphis Grizzlies,131,115
0022501136,2026-04-05,Cleveland Cavaliers,Indiana Pacers,117,108
0022501137,2026-04-05,Minnesota Timberwolves,Charlotte Hornets,108,122
0022501138,2026-04-05,New Orleans Pelicans,Orlando Magic,108,112
0022501139,2026-04-05,Oklahoma City Thunder,Utah Jazz,146,111
0022501140,2026-04-05,Dallas Mavericks,Los Angeles Lakers,134,128
0022501141,2026-04-05,Sacramento Kings,LA Clippers,109,138
0022501142,2026-04-05,Golden State Warriors,Houston Rockets,116,117
0022501143,2026-04-06,Atlanta Hawks,New York Knicks,105,108
0022501144,2026-04-06,Orlando Magic,Detroit Pistons,123,107
0022501145,2026-04-06,Memphis Grizzlies,Cleveland Cavaliers,126,142
0022501146,2026-04-06,San Antonio Spurs,Philadelphia 76ers,115,102
0022501147,2026-04-06,Denver Nuggets,Portland Trail Blazers,137,132
0022501148,2026-04-07,Washington Wizards,Chicago Bulls,98,129
0022501149,2026-04-07,Boston Celtics,Charlotte Hornets,113,102
0022501150,2026-04-07,Brooklyn Nets,Milwaukee Bucks,96,90
0022501151,2026-04-07,Toronto Raptors,Miami Heat,121,95
0022501152,2026-04-07,Indiana Pacers,Minnesota Timberwolves,104,124
0022501153,2026-04-07,New Orleans Pelicans,Utah Jazz,156,137
0022501154,2026-04-07,Golden State Warriors,Sacramento Kings,110,105
0022501155,2026-04-07,Los Angeles Lakers,Oklahoma City Thunder,87,123
0022501156,2026-04-07,LA Clippers,Dallas Mavericks,116,103
0022501157,2026-04-07,Phoenix Suns,Houston Rockets,105,119
0022501158,2026-04-08,Cleveland Cavaliers,Atlanta Hawks,122,116
0022501159,2026-04-08,Orlando Magic,Minnesota Timberwolves,132,120
0022501160,2026-04-08,Detroit Pistons,Milwaukee Bucks,137,111
0022501161,2026-04-08,San Antonio Spurs,Portland Trail Blazers,112,101
0022501162,2026-04-08,Denver Nuggets,Memphis Grizzlies,136,119
0022501163,2026-04-08,LA Clippers,Oklahoma City Thunder,110,128
0022501164,2026-04-08,Phoenix Suns,Dallas Mavericks,112,107
0022501165,2026-04-09,Toronto Raptors,Miami Heat,128,114
0022501166,2026-04-09,Washington Wizards,Chicago Bulls,108,119
0022501167,2026-04-09,Brooklyn Nets,Indiana Pacers,94,123
0022501168,2026-04-09,New York Knicks,Boston Celtics,112,106
0022501169,2026-04-09,Houston Rockets,Philadelphia 76ers,113,102
0022501170,2026-04-09,Golden State Warriors,Los Angeles Lakers,103,119
0022501171,2026-04-10,Charlotte Hornets,Detroit Pistons,100,118
0022501172,2026-04-10,Washington Wizards,Miami Heat,117,140
0022501173,2026-04-10,Atlanta Hawks,Cleveland Cavaliers,124,102
0022501174,2026-04-10,Boston Celtics,New Orleans Pelicans,144,118
0022501175,2026-04-10,Indiana Pacers,Philadelphia 76ers,94,105
0022501176,2026-04-10,New York Knicks,Toronto Raptors,112,95
0022501177,2026-04-10,Chicago Bulls,Orlando Magic,103,127
0022501178,2026-04-10,Houston Rockets,Minnesota Timberwolves,132,136
0022501179,2026-04-10,Milwaukee Bucks,Brooklyn Nets,125,108
0022501180,2026-04-10,San Antonio Spurs,Dallas Mavericks,139,120
0022501181,2026-04-10,Utah Jazz,Memphis Grizzlies,147,101
0022501182,2026-04-10,Denver Nuggets,Oklahoma City Thunder,127,107
0022501183,2026-04-10,Portland Trail Blazers,LA Clippers,116,97
0022501184,2026-04-10,Sacramento Kings,Golden State Warriors,124,118
0022501185,2026-04-10,Los Angeles Lakers,Phoenix Suns,101,73
0022501186,2026-04-12,Boston Celtics,Orlando Magic,113,108
0022501187,2026-04-12,Cleveland Cavaliers,Washington Wizards,130,117
0022501188,2026-04-12,Indiana Pacers,Detroit Pistons,121,133
0022501189,2026-04-12,Miami Heat,Atlanta Hawks,143,117
0022501190,2026-04-12,New York Knicks,Charlotte Hornets,96,110
0022501191,2026-04-12,Philadelphia 76ers,Milwaukee Bucks,126,106
0022501192,2026-04-12,Toronto Raptors,Brooklyn Nets,136,101
0022501193,2026-04-12,Dallas Mavericks,Chicago Bulls,149,128
0022501194,2026-04-12,Houston Rockets,Memphis Grizzlies,132,101
0022501195,2026-04-12,Minnesota Timberwolves,New Orleans Pelicans,132,126
0022501196,2026-04-12,Oklahoma City Thunder,Phoenix Suns,103,135
0022501197,2026-04-12,San Antonio Spurs,Denver Nuggets,118,128
